episode,name,line
09x05,Unknown,But James seems like he's really upset.
09x05,Unknown,But Robin's gonna be my wife.
09x05,Unknown,But James is my brother.
09x05,Unknown,But Robin lets me do sex to her.
09x05,Unknown,But I have to spend eternity in my mom's mausoleum.
09x05,Unknown,I just wish there was a way I didn't have to take sides!
09x05,Unknown,What should I do?!
09x05,Unknown,(exhales)
09x05,Unknown,Choose your wife.
09x05,Unknown,You always choose your wife. Easy.
09x05,Unknown,"Got any other stumpers, like how to answe,[/i] rDoes this make me look fat?"""
09x05,Unknown,"Well, maybe a little around the hips but no more than usual."
09x05,Unknown,"You're getting married, so I will deal with that one after your honeymoon."
09x05,Unknown,And she did.
09x05,Unknown,Belize was amazi...
09x05,Unknown,(groaning)
09x05,Unknown,"In marriage, being right is less important than being supportive."
09x05,Remember,happy wife equals happy life.
09x05,Unknown,"Wow, thanks. That's some great advice, Lil."
09x05,Unknown,I knew I could count on you.
09x05,Unknown,He's gotten very respectful with his fake listening.
09x05,Unknown,"Anyway, Lily, I told Marshall this already, but... don't worry about not sending a thank you note for the coffeemaker. It's cool."
09x05,Unknown,"Uh, we did send a thank you note for the coffeemaker."
09x05,Unknown,"Uh... no, you didn't."
09x05,Unknown,"Uh... yes, we did."
09x05,Unknown,"To Stuart and Claudia, the people who gave us the coffeemaker."
09x05,Unknown,Uh... what?
09x05,Unknown,"Hey, you two!"
09x05,Unknown,Hey. Hey.
09x05,Unknown,"Hey, thanks again for that coffeemaker."
09x05,Unknown,We use it all the time.
09x05,Unknown,Especially when Ted's over.
09x05,Unknown,"Yeah, it's a great machine."
09x05,Unknown,We have one at home and we love it.
09x05,Unknown,Did I forget to get you a wedding gift?
09x05,Unknown,What kind of monster am I?
09x05,Unknown,Mosbys always give wedding gifts.
09x05,We even have an expression,"""Wrap it before you tap it."""
09x05,Unknown,"You know, wrap the gift before you tap the person on the shoulder and say, ""Here's your gift."""
09x05,Unknown,I will make this right.
09x05,Robin? Two things,"number one, are you dropping heat right now?"
09x05,Unknown,No. Great.
09x05,Unknown,Number two.
09x05,Unknown,(chuckles)
09x05,Unknown,"Nice. Thanks. Anyway, I came up with an amazing plan that I think will make everyone happy."
09x05,Step one,you let my mom win the ring back in a hand of poker.
09x05,Unknown,Step two...
09x05,Unknown,"No, that's all the steps."
09x05,Unknown,What do you think?
09x05,Unknown,So your plan is you do absolutely nothing to get your fiancée's back.
09x05,Unknown,Okay.
09x05,Unknown,Let me propose a different plan.
09x05,Unknown,Step one...
09x05,Unknown,"Good game, everybody!"
09x05,Unknown,(giggles)
09x05,Unknown,And that's all the steps.
09x05,Unknown,"That's a really pretty bra, Mom."
09x05,Unknown,"Well, I'd better leave now before I lose any more of my dignity, the likelihood of which is increasing every moment in this very chilly room."
09x05,Unknown,Oh...
09x05,Unknown,(door shuts)
09x05,Unknown,"Not good, Robin."
09x05,Unknown,Very not good.
09x05,Unknown,"How do you keep winning, anyway?"
09x05,Unknown,"Well, to the keen observer, all of you Stinsons have the same"
09x05,Unknown,very
09x05,Unknown,subtle tell.
09x05,Unknown,"Whenever you're bluffing, you say the word ""bluff."""
09x05,Unknown,"Hey, I'm hungry. Uh... should we get some bluffalo wings?"
09x05,Unknown,Raise you $20.
09x05,Unknown,"When I walked in, I saw an all-you-can-eat bluffet."
09x05,Unknown,Raise $50.
09x05,Unknown,Mmm... I could use a bluffberry muffin.
09x05,Unknown,A blueberry bluffin. Sorry.
09x05,Unknown,A bluebluffy muffbluff. All in.
09x05,Unknown,I don't believe it.
09x05,Unknown,"Robin, you've got to give her that blouse back."
09x05,Unknown,She loves that blouse.
09x05,Unknown,She got those sequins from Rick James...'s open casket.
09x05,Unknown,Nope. Not happening.
09x05,Unknown,"Woman, as your bridegroom, I command you!"
09x05,Unknown,We'll leave and give you guys some privacy.
09x05,Unknown,(door shuts)
09x05,Unknown,"You, uh, want to take back that ""I command you"" thing?"
09x05,Unknown,Please can I?
09x05,Unknown,Why is this so important to you?
09x05,Unknown,Because it's my family.
09x05,Unknown,"And, so help me, you and I will never have sex again if you don't give back their bluff."
09x05,Unknown,Stuff! Damn it.
09x05,Unknown,"Look, I just... I want to feel like you're on my side once in a while. That's all."
09x05,Unknown,"Look, I'm gonna be your wife, for God's sakes."
09x05,Unknown,"But, look, if it's... if it's that important to you, here."
09x05,Unknown,Do what you want.
09x05,Unknown,Thank you.
09x05,Unknown,And please don't play strip poker with my mom again.
09x05,Unknown,It's all kinds of confusing.
09x05,Unknown,(door shuts)
09x05,Unknown,(sighs)
09x05,Unknown,(phone ringing)
09x05,Unknown,"Oh, that's where my phone is."
09x05,Unknown,"I wasn't eavesdropping. Hey, baby."
09x05,Unknown,"Lily, we were wrong the whole time."
09x05,Unknown,Ted got us the coffeemaker!
09x05,Unknown,He's a wonderful man!
09x05,Unknown,What? No. Claudia and Stuart gave us our coffeemaker.
09x05,Unknown,Ted's a rat bastard! Never mention his name again!
09x05,Unknown,Your coffeemaker?
09x05,Unknown,Ted got you that.
09x05,Unknown,I was with him when he bought it.
09x05,Unknown,I don't know what to feel!
09x05,Unknown,But Stuart said he got it for us.
09x05,Unknown,Stuart and Claudia checked in.
09x05,Unknown,I saw them in the lobby.
09x05,Unknown,Let's go get to the bottom of this.
09x05,Unknown,"Stuart, no B.S., did you really get us that coffeemaker for our wedding?"
09x05,Unknown,Of course.
09x05,Unknown,What a crazy thing to ask.
09x05,Unknown,They never give you enough of these things.
09x05,Unknown,"Oh, my God."
09x05,Unknown,"Ted got us that coffeemaker, and you just played it off as your gift."
09x05,Unknown,You're a weasel. Admit it.
09x05,Unknown,"No, that's insane."
09x05,Unknown,Really?
09x05,Unknown,Housekeeping!
09x05,Unknown,Conditioner thief!
09x05,Unknown,"Okay, shh, shh. Yes, I am a weasel."
09x05,Unknown,I ripped the card off Ted's gift and I wrote my name on it.
09x05,Unknown,Does Claudia know about this?
09x05,Unknown,No. Please don't tell her.
09x05,Unknown,That gift was a turning point for us.
09x05,Unknown,Ah.
09x05,Unknown,"I got to admit, I came pretty close to leaving you."
09x05,Unknown,"Bags packed, plane ticket purchased, topless pics sent to your brother, the whole nine."
09x05,Unknown,"But seeing that you got our friends such a nice gift, ah, it just really puts you in a whole new light."
09x05,Unknown,Oh.
09x05,Unknown,I'm a pretty great guy. Oh.
09x05,Unknown,(water running in background)
09x05,Unknown,"And since that day, on the foundation of that coffeemaker, we've built a strong, nurturing relationship."
09x05,Unknown,"Well, out of respect for your marriage, I won't say anything."
09x05,Unknown,Say hi to Claudia when she gets out of the shower.
09x05,Unknown,That's not Claudia. Good night.
09x05,Unknown,Tap tap.
09x05,Unknown,Look what I wrapped!
09x05,Unknown,What?
09x05,Unknown,(door opens)
09x05,Unknown,(sighs)
09x05,Unknown,"So, I went to give James his ring back..."
09x05,Unknown,Glad you came to your senses.
09x05,Unknown,You can't let being married keep you from being you.
09x05,Unknown,"It's like Tom, always telling me I spend too much time at the gym."
09x05,Unknown,Exactly. Is it so wrong if you want to work out a couple times a week?
09x05,Unknown,Right. Or a couple times a day.
09x05,Unknown,Or a couple times...
09x05,Unknown,A couple times a day? Really?
09x05,Unknown,"A few hours before work, a few hours after."
09x05,Unknown,Only way to keep up the chocolate xylophone.
09x05,Unknown,(singing notes)
09x05,Unknown,"Still, that's a lot of time at the gym."
09x05,Unknown,Especially with two kids.
09x05,Unknown,"It's like I always said to Tom, ""I've got to stay in shape in case I'm ever single again."""
09x05,Unknown,"And, hello, I was right."
09x05,Unknown,"Oh, my God."
09x05,Unknown,I think I finally understand what Lily was mumbling in my peripheral vision earlier.
09x05,Unknown,"I'm marrying Robin so I can be part of a team, not just some guy alone at a gym with admittedly amazing abs."
09x05,Unknown,"Thanks, Bro."
09x05,Unknown,"No. Thank you, Bro."
09x05,Unknown,You're not getting this ring.
09x05,Unknown,I'm always gonna have your back.
09x05,Unknown,No matter what.
09x05,Unknown,Thank you.
09x05,Unknown,"I love you. Mmm, I love you, too."
09x05,Unknown,(chuckles)
09x05,Unknown,(moaning)
09x05,Unknown,"Oh, oh! I almost didn't tell you the best part!"
09x05,Unknown,There's more!
09x05,Unknown,Really?
09x05,"James, let me spell this out for you","now that I've got Robin, we are not brothers anymore."
09x05,Unknown,What?!
09x05,Unknown,Uh-huh.
09x05,Unknown,"If you and Robin are both ever hanging from a cliff and I have one hand free, enjoy the fall."
09x05,Unknown,"Uh, buh-bye."
09x05,Unknown,"If you... Oh, Mom! Good!"
09x05,Unknown,"You should hear this, too."
09x05,Unknown,This mother-son thing... it's over.
09x05,Unknown,"It's been a nice few decades, but I've got a wife now, so you mean"
09x05,Unknown,nothing
09x05,Unknown,to me.
09x05,Unknown,"Oh, and me coming over for Thanksgiving and Christmas, that's done!"
09x05,Unknown,No more of that!
09x05,Unknown,And you know why?
09x05,Unknown,Because Robin said so!
09x05,Unknown,This came directly from her!
09x05,Unknown,"See ya, losers!"
09x05,Unknown,"Oh, my God."
09x05,Unknown,Yeah.
09x05,Unknown,Fiancé of the year?
09x05,Unknown,"(chuckles) I think I know what's next. Oh, God."
09x05,Unknown,"Oh, God. I can't leave this room for the rest of the weekend."
09x05,Unknown,"I'm sure we can find something to do, eh?"
09x05,Unknown,"Ted, I'm so sorry!"
09x05,Unknown,"No, I'm sorry."
09x05,Unknown,I shouldn't have spent the last six years passive-aggressively drinking gallons of coffee around you.
09x05,Unknown,And I shouldn't have taken that sewing class to learn how to make that wedding present costume.
09x05,Unknown,"I regret all of it. Me, too!"
09x05,Unknown,Except I actually don't regret that sewing class.
09x05,Unknown,I learned a fun and useful lifetime skill.
09x05,Unknown,"But, seriously, even without the coffeemaker, you've given us more than enough."
09x05,Unknown,"Well, there is one more gift on the way."
09x05,Unknown,"Whatever it is, send it back."
09x05,Unknown,(horn honks)
09x05,Unknown,It's a little late for that.
09x05,Unknown,Marshall Eriksen?!
09x05,Unknown,Yes?!
09x05,Unknown,I got your pizza!
09x05,Unknown,"Oh, Ted!"
09x05,Unknown,You are the best friend ever!
09x05,Unknown,"Don't say another word, Marshall."
09x05,Unknown,Save it for the thank you note.
09x05,Unknown,"You got it, buddy!"
09x05,Unknown,"And, kids, I got that thank you note four months later."
09x05,Unknown,Four months.
09x05,Unknown,"Uh, here's your blouse back."
09x05,Unknown,"Is there any way we could just, um... forget about all this?"
09x05,Unknown,"Oh, no, dear, you keep the blouse."
09x05,Unknown,Think of it as your consolation prize.
09x05,Unknown,Consolation prize?
09x05,Unknown,You won the battle.
09x05,Unknown,But I'll win the w*r.
09x05,Unknown,"Game on, b*tch."
09x06,Unknown,"Look at this,"
09x06,Unknown,your wedding weekend. I know.
09x06,Unknown,This close to finally having sex again.
09x06,Unknown,It's been forever.
09x06,Unknown,"Oh, you and Robin been abstaining?"
09x06,Unknown,"Talking about you, Ted."
09x06,Now here's the deal,every hookup at a weekend wedding is decided at Friday night drinks.
09x06,Unknown,"Get stuck with the wrong girl tonight, the only action you'll be getting all weekend is a self-five, and I don't mean the cool kind."
09x06,Unknown,(chuckles)
09x06,Unknown,Self-five! That's the cool kind.
09x06,Unknown,"Well, that's a big decision."
09x06,Unknown,The biggest.
09x06,Unknown,Indiana Jones and the Last Crusade.
09x06,Unknown,Remember? They entered a chamber.
09x06,Unknown,Really? I'm the one working with the Nazis?
09x06,Unknown,"Ted, just... just... okay?"
09x06,Unknown,Yeah. They had to choose which cup was this special cup.
09x06,Unknown,"I forget what it was called, but it's like the Holy Grail of cups."
09x06,Unknown,"It was the Holy Grail. Of cups, exactly."
09x06,Unknown,"So the n*zi confederate chose, and..."
09x06,(quietly),Please don't make me do that...
09x06,Unknown,"Ted, Ted, the confederate n*zi chose, and...? - I..."
09x06,Unknown,"Okay, okay."
09x06,Unknown,Oh.
09x06,Unknown,And so now I'm gonna explode.
09x06,Unknown,(expl*si*n sounds)
09x06,Unknown,He chose... poorly.
09x06,Unknown,"Then Indy picked a cup, and..."
09x06,Unknown,You chose... wisely.
09x06,Unknown,(playing surf guitar)
09x06,Unknown,"So choose wisely, Ted."
09x06,Unknown,"To help you decide, I spent all day yesterday picking your top three prospects."
09x06,Unknown,And I helped.
09x06,Unknown,It was either that or writing our vows.
09x06,Unknown,Uch! Gag.
09x06,Unknown,"Sophia was Robin's college roommate, and she's apparently ""a bit of a screamer"" in the sack."
09x06,Unknown,"Yeah, during sex, she sounds exactly like a car alarm from the '90s."
09x06,Unknown,"You know, whoo-whoo-whoo-whoo, ooh-uh, ooh, ah-ah-ah-ah."
09x06,Unknown,Dudes love it.
09x06,Unknown,Cassie is the daughter of my mom's best friend.
09x06,Sad story,"12 years ago, her gymnast career was tragically cut short when her boobs got too big."
09x06,Unknown,Grace is a new coworker.
09x06,Unknown,"She's had six different positions at the firm, and that was just at the Christmas party."
09x06,Unknown,Ooh.
09x06,Unknown,"So, Grace doesn't arrive till later, Mm-hmm."
09x06,Unknown,I recommend
09x06,Unknown,(whistles) Sophia.
09x06,Unknown,I strongly feel that you should strongly feel her.
09x06,Unknown,"I guess it's decided, then."
09x06,Unknown,"Ted, right? Yeah."
09x06,Unknown,I'm Cassie.
09x06,Unknown,Oh... something tells me that we are gonna have a lot of fun this weekend. (chuckles)
09x06,(quietly),Cassie. I pick Cassie.
09x06,Unknown,You chose... poorly.
09x06,Unknown,♪ How I Met Your Mother 9x06 ♪
09x06,Unknown,Knight Vision
09x06,Unknown,"Original Air Date on October 21, 2013"
09x06,Unknown,"Hey, there's our minister."
09x06,Unknown,"Oh, what a sweet-looking old..."
09x06,Unknown,Ah! He looks scary.
09x06,Unknown,"Looks can be deceiving, Lily."
09x06,Unknown,But not in this case.
09x06,Unknown,He's a mean old tool.
09x06,Unknown,"Oh, he can't be that bad."
09x06,Unknown,I'll get him to come around. Just...
09x06,Unknown,"Hi, Reverend, I'm Lily Aldrin, the maid of honor."
09x06,Unknown,Not too much honor.
09x06,Unknown,You're dressed like a whore.
09x06,Unknown,(mouthing)
09x06,Unknown,So what's going on? Why aren't you telling your wife you got an offer to be a judge?
09x06,Unknown,"Lily had her heart set on us moving to Rome, so I have to tell her in person."
09x06,Unknown,"That way, I know that I can convince her that we need to stay."
09x06,Unknown,"In the courtroom, they call me The Convincer."
09x06,Unknown,They really call you that?
09x06,Unknown,I convinced them to call me that.
09x06,Unknown,But you have to prepare for your court cases.
09x06,Unknown,Did you prepare for talking to Lily?
09x06,Unknown,"I don't need to prepare, okay?"
09x06,Unknown,I can craft a nice... thingy.
09x06,Unknown,"Oh, wow I'm totally... the twisty metal thingy?"
09x06,Unknown,You're screwed.
09x06,Unknown,I'm screwed!
09x06,Unknown,(both laughing)
09x06,Unknown,"I'm sorry, Ted, I don't know."
09x06,I'm just so tired of this routine,"we flirt, we have a few drinks, and then we end the night with meaningless sex."
09x06,Unknown,Oh... yeah.
09x06,Unknown,"Me, too."
09x06,Unknown,Do you want to start the night with meaningless sex and then flirt later?
09x06,Unknown,You are a visionary.
09x06,Unknown,(laughs)
09x06,Unknown,Come on.
09x06,Unknown,(phone rings)
09x06,Unknown,Oh! Oh! It's work.
09x06,Unknown,Should I get it or ignore it?
09x06,Unknown,"Or get it? Oh, or ignore it?"
09x06,Unknown,Um... Forget it?
09x06,Unknown,"You know? Go ahead, get it."
09x06,Unknown,Okay. (clears throat)
09x06,Unknown,Hello?
09x06,Unknown,You chose... poorly.
09x06,Unknown,I'm fired?
09x06,Unknown,But teaching there was my dream job!
09x06,Unknown,And you guys are my only friends.
09x06,Unknown,You all hate me?
09x06,Unknown,Can I at least say good-bye to all my kids?
09x06,Unknown,My kids all hate me?!
09x06,Unknown,(sobbing)
09x06,Unknown,Oh!
09x06,Unknown,Oh. It's okay.
09x06,Unknown,"So, what were we about to do?"
09x06,Unknown,"I think it wa,[/i] smeaningless"" something?"
09x06,Unknown,Meaningless socks? No.
09x06,Unknown,(sobbing)
09x06,Unknown,"No, it wasn't meaningless socks."
09x06,Unknown,"Hey, hi, hi, hi."
09x06,Unknown,"Um, so, a little problem."
09x06,Unknown,I was trying really hard not to offend your minister...
09x06,Unknown,So how did you and your husband meet?
09x06,Unknown,"Oh, it was our first week of college."
09x06,Unknown,"I needed help hooking up my stereo, so I walked down the hall, and I just knew I should knock on this one door."
09x06,Unknown,Marshall opened it.
09x06,Unknown,It was destiny.
09x06,Unknown,Hi. Hi.
09x06,Unknown,We've been together ever since.
09x06,Unknown,Excuse me!
09x06,Unknown,What did I do wrong?
09x06,Unknown,What did
09x06,Unknown,you
09x06,Unknown,do wrong?
09x06,Unknown,We really wanted him to marry us.
09x06,Unknown,"His church has cute coming out the wazoo, but when we met with him..."
09x06,Unknown,No pets in my church.
09x06,Unknown,No casual attire in my church.
09x06,Unknown,No gum. No sports logos...
09x06,Unknown,Reverend? More like Never-end.
09x06,Unknown,Prayer-five. No shouting. No cell phones.
09x06,Unknown,I'll warn you that I turn down most wedding requests.
09x06,Unknown,"Particularly from boozy, promiscuous Manhattanites who only want me to marry them because my church has ""cute coming out the wazoo."""
09x06,Unknown,That is the total opposite of us.
09x06,Unknown,People are like that?
09x06,Unknown,"Well, then, how did you two meet?"
09x06,Unknown,"Oh, um, um..."
09x06,Unknown,Um...
09x06,Unknown,"Uh, we've been... dating since college."
09x06,Unknown,We met the very first week.
09x06,Unknown,"I needed help hooking up my stereo, so I walked down the hall, and I just knew that I should knock on this one door."
09x06,Unknown,I opened the door.
09x06,Unknown,And it was destiny.
09x06,Unknown,Hi.
09x06,Unknown,Hi.
09x06,BOTH,We've been together ever since!
09x06,Unknown,You stole our story of how we met?!
09x06,Unknown,We had to! Your story is so sweet! Mm.
09x06,Unknown,You didn't even kiss till the third date.
09x06,Unknown,"By our third date, I'd hit more bases than Bob Hope on a USO tour. Topical."
09x06,Unknown,Now Reverend Lowell knows that we lied to him.
09x06,Unknown,What if he cancels our wedding?
09x06,Unknown,What? That's ridiculous.
09x06,Unknown,"Barney, Robin, I need to speak with you in private immediately."
09x06,Unknown,"And it's not just losing my job, my car just got stolen with all my stuff in it."
09x06,Unknown,And now I think I'm getting the flu!
09x06,Unknown,I'm sorry.
09x06,Unknown,"I've been talking for, like, a half an hour."
09x06,Unknown,It's fine.
09x06,Unknown,40 minutes. It's fine.
09x06,Unknown,"Still, I think I would be able to handle all of this"
09x06,(voice breaks),if my boyfriend Wesley hadn't just broken up with me!
09x06,Unknown,(sobs softly)
09x06,Unknown,(inhales deeply)
09x06,Unknown,Why don't you tell me about it?
09x06,Unknown,Okay! I should go back to the beginning.
09x06,Unknown,"Oh, no, before the beginning."
09x06,Unknown,"Winter, 1998..."
09x06,Unknown,"Man, this girl is a drag!"
09x06,Unknown,"If I hurry, I bet I still have"
09x06,Unknown,a shot with Sophia.
09x06,Unknown,"Okay, I'll get one more drink with Cassie, then bail."
09x06,Unknown,"But where, bar or dining room?"
09x06,Unknown,Bar or dining room?
09x06,Unknown,"For my fourth date with Wesley, we went..."
09x06,Unknown,"Cassie, let's get one more drink in the dining room."
09x06,Unknown,You chose...
09x06,Unknown,"Hi, Mom! Hi, Dad!"
09x06,Unknown,Hey! We just ordered appetizers.
09x06,Unknown,"Sit down, you two!"
09x06,Unknown,...Ha-poorly!
09x06,Unknown,"Marshall, you're walking into the biggest fight of your life."
09x06,Unknown,You have to be prepared. You have to be tough.
09x06,Unknown,"I am tough! No, you're not."
09x06,Unknown,You make some good points.
09x06,Unknown,"Now, what exactly are you gonna say to Lily when you walk through that door?"
09x06,Unknown,Okay.
09x06,Unknown,"Hey, baby."
09x06,Unknown,"So, listen, I got this phone call..."
09x06,Unknown,"Whoa, whoa, whoa!"
09x06,Unknown,You haven't seen her in a week.
09x06,Unknown,"Where's the ""I missed you""? How about a kiss?"
09x06,Unknown,Nothing about her new hairstyle?
09x06,Unknown,Hairstyle? I can't actually see...
09x06,Unknown,Start over!
09x06,Unknown,Lily! Hi.
09x06,Unknown,Mmm.
09x06,Unknown,I missed you.
09x06,Unknown,And your hairstyle so much.
09x06,DAPHNE'S VOICE,"I missed you, too."
09x06,Unknown,I can't wait to show you how much in bed tonight.
09x06,Unknown,"Okay, that's creepy."
09x06,Unknown,Don't break character.
09x06,Unknown,"Okay, um..."
09x06,Unknown,"So, listen, I got this phone call last week, and I..."
09x06,Unknown,"Whoa, whoa, whoa!"
09x06,Unknown,Acknowledge her own views on the matter first.
09x06,Unknown,Start over.
09x06,Unknown,"Lily, hi, mwah."
09x06,Unknown,I missed you and your hairstyle so much.
09x06,DAPHNE'S VOICE,"I missed you, too."
09x06,Unknown,"Okay, so, I know that you're excited for Rome."
09x06,Unknown,I'm more excited for bed tonight.
09x06,Unknown,"While I was away, uh, I got a phone call."
09x06,Unknown,To be a judge.
09x06,Unknown,What the damn hell?!
09x06,Unknown,"Whoa, whoa, whoa!"
09x06,Unknown,"Lily does not sa,[/i] yWhat the damn hell."""
09x06,Unknown,"Well, I've never met her but, yes, she does."
09x06,Unknown,You make some good points. Wow.
09x06,Unknown,You are terrible at this.
09x06,Unknown,(sighs)
09x06,Unknown,Why did we lie?
09x06,Unknown,We have to come clean.
09x06,Unknown,"Frankly, I am appalled."
09x06,Unknown,I know. I... Your friend Lily just tried to pass off your sweet story of how you met as her own.
09x06,Unknown,That lying little tart! I am horrified and relieved!
09x06,Unknown,Does Lily have any... problems that you're aware of?
09x06,Unknown,Drinking. dr*gs.
09x06,BOTH,She's been drinking dr*gs.
09x06,Unknown,"Well,"
09x06,Unknown,"I talked to Barney and Robin, and, let me say, I'm shocked."
09x06,Unknown,You should be.
09x06,Unknown,Flat-out lying to me like that?
09x06,Unknown,We are not misunderstanding each other.
09x06,Unknown,How dare you pretend their beautiful story is actually your own.
09x06,Unknown,Come again for Lil' Fudge?
09x06,Unknown,(chuckles)
09x06,Unknown,I understand the temptation.
09x06,Unknown,They're such a sweet couple.
09x06,Unknown,"I mean, the way they call each other Barnmallow and Robinpad."
09x06,Unknown,(chuckles)
09x06,Unknown,Oh.
09x06,LILY,Yes.
09x06,Unknown,I do steal their stories.
09x06,Unknown,Mm-hmm. But only because my husband and I are so ashamed of how we met.
09x06,Unknown,"See, we only met because his friend Ted fell in love with me."
09x06,Unknown,And who could blame him?
09x06,Unknown,"Hey, Marshall."
09x06,Unknown,See that girl?
09x06,Unknown,"Oh, yeah."
09x06,Unknown,You just know she likes it dirty.
09x06,Unknown,Go say hi. What?
09x06,Unknown,I can't just go say hi. I-I need a plan.
09x06,Unknown,Hmm.
09x06,Unknown,I'm gonna wait until she goes to the bathroom...
09x06,Unknown,Hi.
09x06,Unknown,Have you met Ted?
09x06,MARSHALL,"I'm sorry, I can't..."
09x06,LILY,"And now, after years of lying,"
09x06,Unknown,"cheating and backsliding, here we are, married!"
09x06,Unknown,But what can I say?
09x06,Unknown,"My husband's a sociopath who's slept with over a hundred women, and I'm a sl*t who once let my boss feel me up."
09x06,Unknown,"Oh, come on!"
09x06,Unknown,I felt
09x06,Unknown,him
09x06,Unknown,up! It is over 250 women!
09x06,Unknown,"If you two want to get married in my church, you'll stop breaking the ninth commandment."
09x06,Unknown,Uh... no fat chicks?
09x06,Unknown,Thou shalt not lie!
09x06,Unknown,With fat chicks?
09x06,Unknown,You're k*lling me. You're k*lling me.
09x06,Unknown,Now that... was a good dessert.
09x06,Unknown,(Cassie sighs)
09x06,Unknown,"""Dessert"" sounds like ""desert."""
09x06,Unknown,The desert has sand... there's sand at the beach... and Wesley and I once drove by a beach.
09x06,Unknown,(sobbing)
09x06,Unknown,Excuse me.
09x06,Unknown,(sobbing)
09x06,Unknown,Now's my chance to leave.
09x06,Unknown,"No, I'll wait five more seconds"
09x06,Unknown,so I don't seem too eager.
09x06,Unknown,Four... three... two...
09x06,Unknown,"Well, thanks for keeping our daughter company."
09x06,Unknown,"Man, she can be a real drag, huh?"
09x06,Unknown,We're gonna go have a little fun. See ya!
09x06,Unknown,(laughing)
09x06,Unknown,"You're on fire tonight, bro."
09x06,Unknown,"But, Lily, being a judge is my dream job."
09x06,DAPHNE'S VOICE,So your dream job is more important than my dream job?
09x06,Unknown,Exactly. Now you're getting it.
09x06,Unknown,(clucks tongue)
09x06,Unknown,Nope.
09x06,Unknown,Start over.
09x06,Unknown,So your dream job's more important than my dream job?
09x06,"But, baby, you already have the best job in the world",Mom. Nope.
09x06,Unknown,Start over.
09x06,Unknown,So your dream job's more important than my dream job?
09x06,Unknown,"Hey, I gave up peeing in the shower for you."
09x06,Unknown,Nope.
09x06,Unknown,Start over.
09x06,Unknown,So your dream job's more important than my dream job?
09x06,Unknown,Of course not.
09x06,Unknown,But this isn't just about our future.
09x06,Unknown,It's about everyone's.
09x06,Unknown,"As a lawyer, I couldn't stop big oil from polluting, but as a judge... well, maybe I can."
09x06,Unknown,And that's why I took the job.
09x06,Unknown,"You've just been ""convincered."""
09x06,Unknown,Wait.
09x06,Unknown,You already took the job?
09x06,Unknown,Without even talking to your wife?
09x06,Unknown,Start over.
09x06,Unknown,Start over... start over.
09x06,Unknown,What the damn hell?!
09x06,Unknown,"Hi, Reverend Lowell?"
09x06,Unknown,Whew. Made it through my half.
09x06,Unknown,You're up.
09x06,Unknown,Oh. Uh...
09x06,Unknown,"The-the truth is, we-we have a complicated, messy history that-that we're not too proud of."
09x06,Unknown,"But... we're sorry that we lied, and hope that you can forgive us."
09x06,Unknown,"Nope, I can't do it."
09x06,Unknown,You're going to have to find a new officiant.
09x06,Unknown,Okay.
09x06,Unknown,"Well, these things happen."
09x06,Unknown,And a new church.
09x06,Unknown,What the damn hell?!
09x06,Unknown,This evening could not get any worse.
09x06,Unknown,Whenever you're ready. Crap!
09x06,Unknown,"Hey, Ted."
09x06,Unknown,Thanks for being so great.
09x06,Unknown,I'm lucky to have you around this weekend.
09x06,Unknown,"Ooh, yeah..."
09x06,Unknown,About that...
09x06,Unknown,"I should really go see about the, uh..."
09x06,Unknown,"So, sex? My room is very close."
09x06,Unknown,(Cassie laughs)
09x06,TED,Sophia. Hi.
09x06,Unknown,"Oh, God. Wesley."
09x06,Unknown,"Wait. Wait, you're Wesley?"
09x06,Unknown,"Hey, Cassie."
09x06,Unknown,(laughs nervously)
09x06,Unknown,Your parents were just saying you have a new boyfriend.
09x06,Unknown,"""Boyfriend"" is a little premature."
09x06,Unknown,Though I did pay for dinner.
09x06,Unknown,Ted and I are very happy.
09x06,Unknown,Are we?
09x06,(crying),Even if... he'll never replace you.
09x06,Unknown,(sobbing)
09x06,Unknown,"So, Sophia. Hi."
09x06,Unknown,I'm Ted.
09x06,Unknown,Robin's friend.
09x06,Unknown,"What do you say we give these two old flames a chance to... catch up alone, and maybe you and I could go get a drink."
09x06,Unknown,Are you hitting on me? Dude!
09x06,Unknown,"Ted, let's go!"
09x06,Unknown,You tip...
09x06,Unknown,(scoffs)
09x06,Unknown,...poorly.
09x06,Unknown,"Look, I know. I shouldn't have taken the job without telling Lily."
09x06,Unknown,Why are you so ticked off about it?
09x06,Unknown,Because I know what she's going through.
09x06,Unknown,"I always dreamed of having a career I could be proud of, but my husband never supported me."
09x06,Unknown,"Eventually, I had to... make a choice."
09x06,Unknown,"Now, every day, I'm out there, I'm fighting for the good guys, and I love it."
09x06,Unknown,"Doesn't your wife deserve that, too?"
09x06,Unknown,"Wow. Um, maybe you're right."
09x06,Unknown,I didn't realize how many sacrifices you'd made.
09x06,Unknown,"What is it you do, anyway?"
09x06,Unknown,I'm a lobbyist for a big oil company.
09x06,Unknown,What the damn hell?!
09x06,Unknown,You know that I'm an environmentalist!
09x06,Unknown,That's why you don't want me to become a judge.
09x06,Unknown,But you're the reason I
09x06,Unknown,have
09x06,Unknown,to become a judge!
09x06,Unknown,You're the devil incarnate! And outcarnate!
09x06,Unknown,Every kind of carnate!
09x06,Unknown,"Please, is-is there any way you'd reconsider?"
09x06,Unknown,"No! No, no!"
09x06,Unknown,You two are both terrible people.
